file_name,dset_path,n_vec,vec_dim,dtype,sample_vec
LymphNode_HE_374.h5,/features,1554,1024,float32,"0.1106,-0.6126,0.1616,-0.2362,1.679,0.5294,-2.188,1.834,-0.4842,0.8921"
LymphNode_HE_379.h5,/features,2182,1024,float32,"1.512,1.36,-0.4149,-0.894,0.1959,1.03,-2.101,0.3826,-2.374,-0.03417"
LymphNode_HE_382.h5,/features,499,1024,float32,"2.216,-1.812,-3.013,1.503,0.4846,2.221,0.1114,2.515,0.8515,1.331"
LymphNode_HE_383.h5,/features,528,1024,float32,"-0.5728,-0.01863,-1.278,0.1414,0.195,0.8165,-1.284,0.9922,0.2317,0.7643"
LymphNode_HE_385.h5,/features,703,1024,float32,"1.301,-0.312,-0.8641,1.269,0.9714,1.848,-2.99,1.35,1.171,2.104"
LymphNode_HE_387.h5,/features,1199,1024,float32,"0.8291,-0.9846,-2.037,0.5326,1.152,0.7953,-1.575,1.309,0.8292,0.9005"
LymphNode_HE_388.h5,/features,4192,1024,float32,"-0.1434,0.5877,-1.36,0.4575,-0.4427,0.3939,0.1483,1.128,-1.184,1.41"
LymphNode_HE_390.h5,/features,1174,1024,float32,"0.1223,2.183,-0.08678,-0.5258,-0.329,1.094,-1.382,-0.1068,-1.877,1.916"
LymphNode_HE_391.h5,/features,741,1024,float32,"-0.06748,-0.7929,-1.827,1.294,1.407,0.889,0.003926,0.8294,-0.2187,-0.5359"
LymphNode_HE_393.h5,/features,738,1024,float32,"0.964,-1.072,-2.289,0.4154,1.339,1.257,-1.008,0.8991,-0.008013,0.7157"
LymphNode_HE_395.h5,/features,1762,1024,float32,"0.6071,0.01466,1.28,0.1086,2.022,-1.059,-2.221,0.7335,0.8128,-0.3607"
LymphNode_HE_400.h5,/features,928,1024,float32,"-0.02918,-0.8034,-1.249,0.454,1.381,-0.03017,-0.03147,-0.5816,-0.6228,0.4747"
LymphNode_HE_403.h5,/features,1004,1024,float32,"0.2374,0.9716,-0.3996,1.454,2.304,0.813,-1.252,1.058,0.08956,1.074"
LymphNode_HE_404.h5,/features,1459,1024,float32,"0.28,0.4579,-0.6007,2.007,1.403,1.211,-2.492,0.8471,0.5701,0.1136"
LymphNode_HE_405.h5,/features,168,1024,float32,"1.667,-0.1766,-0.1408,1.148,-1.405,-0.757,0.007468,0.3695,-0.1137,1.159"
LymphNode_HE_407.h5,/features,1202,1024,float32,"-0.4581,-0.08957,-1.655,1.541,1.518,0.9353,-1.592,1.192,-0.2132,0.09711"
LymphNode_HE_414.h5,/features,1135,1024,float32,"1.344,1.191,-1.822,1.337,0.1305,0.07531,-0.8914,1.476,0.978,0.3613"
LymphNode_HE_415.h5,/features,1049,1024,float32,"1.491,1.663,-1.66,1.114,-0.6145,0.2729,1.049,3.079,0.4989,-0.2859"
LymphNode_HE_419.h5,/features,1193,1024,float32,"1.952,0.1343,-1.849,1.479,0.7509,1.909,-0.9954,4.059,0.6378,0.7621"
LymphNode_HE_420.h5,/features,1074,1024,float32,"0.03894,-0.04823,-0.04654,1.186,-0.1082,-0.8189,-1.755,0.06306,-0.203,-0.828"
LymphNode_HE_422.h5,/features,1051,1024,float32,"0.9414,-0.3628,-1.321,0.8521,0.2359,1.678,-0.1672,0.8728,-0.02221,0.4675"
LymphNode_HE_423.h5,/features,1201,1024,float32,"-0.347,-3.182,-2.405,0.5069,1.229,0.5254,-0.1409,1.664,0.2092,-0.3201"
LymphNode_HE_424.h5,/features,1282,1024,float32,"-0.06312,0.4637,-2.006,1.728,2.561,2.203,1.244,0.6785,-0.08579,-0.8907"
LymphNode_HE_427.h5,/features,1282,1024,float32,"1.249,-0.1403,-1.238,1.013,0.1291,1.715,-0.9406,2.148,-0.07232,1.134"
LymphNode_HE_434.h5,/features,1156,1024,float32,"2.43,-1.831,-2.02,0.4624,1.617,0.9688,0.6742,0.2624,-0.5206,-0.03657"
LymphNode_HE_437.h5,/features,1071,1024,float32,"0.1491,-0.5389,0.9033,0.8488,2.481,1.469,-1.364,1.614,0.1059,0.8538"
LymphNode_HE_438.h5,/features,2271,1024,float32,"0.9716,0.8808,0.1571,-0.6285,-0.4235,0.8125,1.722,0.6796,0.4473,1.294"
LymphNode_HE_439.h5,/features,688,1024,float32,"2.112,-0.6561,-1.634,1.004,1.62,1.088,-2.246,0.684,0.7104,0.5502"
LymphNode_HE_440.h5,/features,702,1024,float32,"-0.2266,0.2406,-2.352,2.188,0.2116,1.756,-1.997,0.6377,1.602,-0.008079"
LymphNode_HE_441.h5,/features,1633,1024,float32,"1.947,0.785,-0.2883,0.5167,-1.282,1.216,-1.166,0.06105,-1.823,1.06"
LymphNode_HE_442.h5,/features,1087,1024,float32,"-0.9483,0.3612,-2.059,2.104,0.49,2.299,-1.433,1.94,-0.09897,0.8769"
LymphNode_HE_443.h5,/features,1032,1024,float32,"2.608,-1.383,-2.466,1.527,-0.2903,0.64,-3.173,1.759,1.15,-0.2183"
LymphNode_HE_446.h5,/features,1969,1024,float32,"-0.6606,0.7941,1.077,0.8006,-0.1747,-0.5862,-1.375,-0.2357,-0.587,0.3287"
LymphNode_HE_448.h5,/features,1239,1024,float32,"1.064,-1.367,-1.435,0.4824,1.779,1.297,-1.705,1.421,1.187,0.4392"
LymphNode_HE_452.h5,/features,927,1024,float32,"0.1707,-0.79,-1.327,0.4114,0.8352,1.039,-1.654,1.219,-0.1652,-1.051"
LymphNode_HE_453.h5,/features,1385,1024,float32,"0.8709,-0.8646,0.3369,0.5338,1.75,-0.3115,-0.9401,0.5333,0.00818,-0.2311"
LymphNode_HE_458.h5,/features,476,1024,float32,"0.06863,-0.4872,-1.63,0.5218,0.7795,1.668,-1.278,1.34,0.623,0.5911"
LymphNode_HE_461.h5,/features,611,1024,float32,"0.9899,-2.995,-2.144,0.3997,0.6801,2.18,-2.039,1.817,0.1156,1.972"
LymphNode_HE_464.h5,/features,582,1024,float32,"0.9329,0.6219,-0.3538,0.1894,-0.5683,0.6347,-1.6,1.059,-0.1698,0.9357"
LymphNode_HE_465.h5,/features,1131,1024,float32,"2.187,-0.7729,-2.101,1.565,0.1971,1.967,-0.05636,1.171,1.442,-0.5452"
LymphNode_HE_467.h5,/features,1024,1024,float32,"2.794,-1.011,-0.9429,1.367,-0.1503,0.932,-0.7169,0.9056,0.7172,-0.7789"
LymphNode_HE_469.h5,/features,1313,1024,float32,"-1.139,-0.9228,-0.263,1.061,0.7177,1.205,-1.219,1.194,0.5627,0.6169"
LymphNode_HE_471.h5,/features,953,1024,float32,"0.1032,-1.811,-0.2672,0.7737,0.791,0.6388,-1.378,1.307,1.09,1.011"
LymphNode_HE_472.h5,/features,1372,1024,float32,"-0.7239,0.09956,-1.144,-0.3196,1.009,-0.9215,-2.689,0.4114,-0.07751,-0.6548"
LymphNode_HE_478.h5,/features,877,1024,float32,"-0.2024,-0.005529,-1.367,1.615,1.735,2.513,-1.344,1.161,0.1721,0.9512"
LymphNode_HE_483.h5,/features,1270,1024,float32,"-0.3977,0.5297,-1.208,0.7691,1.174,1.08,-1.755,0.533,-0.4064,0.4155"
LymphNode_HE_484.h5,/features,2301,1024,float32,"1.36,1.218,0.9579,1.169,1.488,1.341,-1.679,1.907,-0.1437,0.3621"
LymphNode_HE_487.h5,/features,625,1024,float32,"0.2144,-1.086,-1.527,0.9678,1.028,0.3973,-0.3337,1.844,0.2418,2.267"
LymphNode_HE_488.h5,/features,1061,1024,float32,"0.9585,-0.46,-1.16,0.6484,2.073,0.8826,-0.7607,2.739,0.2262,0.2866"
LymphNode_HE_489.h5,/features,1301,1024,float32,"1.041,2.12,-1.675,1.123,1.594,1.255,-0.409,2.085,0.5909,0.488"
LymphNode_HE_490.h5,/features,963,1024,float32,"-0.1265,-0.7096,-1.462,2.161,1.795,2.749,-2.196,0.2646,-0.0257,1.349"
LymphNode_HE_491.h5,/features,737,1024,float32,"3.634,-1.094,-0.9477,0.3862,0.7946,1.172,-0.1913,3.088,-0.4378,0.2656"
LymphNode_HE_492.h5,/features,672,1024,float32,"-0.5403,-1.076,-0.7443,0.595,1.86,1.691,-1.111,3.217,-0.2909,0.8206"
LymphNode_HE_494.h5,/features,1567,1024,float32,"-2.161,-1.662,0.2714,-0.02767,-0.4937,-1.779,0.1088,-0.1422,-0.09097,-0.3426"
LymphNode_HE_497.h5,/features,1085,1024,float32,"1.524,-1.67,-3.177,2.063,-0.4777,2.629,-1.451,2.627,0.009828,0.2307"
LymphNode_HE_500.h5,/features,864,1024,float32,"1.278,-0.6089,-1.205,0.4942,1.662,1.071,-1.954,1.506,-0.06282,2.112"
LymphNode_HE_501.h5,/features,2029,1024,float32,"1.613,1.387,-0.5348,0.2714,-1.166,0.8053,0.03583,0.4179,-1.669,1.333"
LymphNode_HE_503.h5,/features,1587,1024,float32,"-0.8107,-0.4653,-1.723,0.6162,-0.0519,-0.72,-0.03344,1.097,0.5525,0.4441"
LymphNode_HE_505.h5,/features,1942,1024,float32,"1.523,-0.3764,-0.6763,1.343,0.08843,1.231,1.146,2.193,-0.4479,0.4128"
LymphNode_HE_508.h5,/features,917,1024,float32,"-0.1655,-0.07014,-0.4341,0.9242,2.277,0.9836,-2.196,1.484,-0.2488,1.324"
LymphNode_HE_509.h5,/features,1081,1024,float32,"2.632,-0.274,-2.263,1.202,0.7756,3.004,-1.153,2.112,0.2774,0.3835"
LymphNode_HE_510.h5,/features,583,1024,float32,"0.8914,-0.6301,-0.9975,0.818,-0.7355,-0.262,0.6246,1.652,0.7148,1.283"
LymphNode_HE_511.h5,/features,777,1024,float32,"1.147,-3.159,-1.655,1.207,0.1103,0.6602,-0.07125,-0.3481,0.01127,0.5814"
LymphNode_HE_513.h5,/features,777,1024,float32,"-2.339,-0.8614,-1.697,1.716,0.6883,1.687,-0.6442,0.6192,-0.1016,0.009368"
LymphNode_HE_515.h5,/features,633,1024,float32,"0.5298,0.564,0.4471,0.6027,1.031,-1.507,-2.688,2.19,0.4356,0.9199"
LymphNode_HE_517.h5,/features,1032,1024,float32,"-0.03163,-1.47,-0.4617,1.252,1.294,1.169,-2.582,1.417,0.5118,0.7574"
LymphNode_HE_521.h5,/features,1901,1024,float32,"-0.1538,1.405,-0.2659,-0.8308,-0.3066,0.02833,2.236,0.4554,0.09357,0.7421"
LymphNode_HE_523.h5,/features,911,1024,float32,"0.6686,-1.577,-0.7653,1.097,3.173,1.145,-2.14,2.032,0.144,-0.666"
LymphNode_HE_526.h5,/features,2891,1024,float32,"1.252,0.6005,-0.06721,0.3544,-1.258,1.238,-0.02536,0.1988,-1.069,1.886"
LymphNode_HE_528.h5,/features,1559,1024,float32,"2.741,2.369,0.321,0.2176,1.059,-0.9735,-3.165,2.021,0.4422,-0.2268"
LymphNode_HE_530.h5,/features,1279,1024,float32,"0.7237,-0.05554,-0.4198,1.187,1.745,0.5696,-1.087,1.353,1.07,-0.4118"
LymphNode_HE_532.h5,/features,1462,1024,float32,"-0.2131,1.617,0.4917,1.091,0.4354,-1.489,-0.7113,0.2714,0.3931,-0.1358"
LymphNode_HE_536.h5,/features,759,1024,float32,"-0.4305,0.699,-1.985,1.019,2.018,1.176,-0.6468,0.8404,0.9266,1.32"
LymphNode_HE_537.h5,/features,1098,1024,float32,"0.03977,-0.5563,-2.25,0.3662,0.9221,-0.4687,0.05023,1.947,0.6036,1.575"
LymphNode_HE_538.h5,/features,1262,1024,float32,"0.04461,0.2944,0.4095,1.128,0.6733,-0.3315,-0.9627,0.9682,-0.4656,-0.2052"
LymphNode_HE_540.h5,/features,834,1024,float32,"-0.3156,-0.298,-0.3188,1.142,2.322,0.4272,-2.19,1.458,0.3987,0.1331"
LymphNode_HE_541.h5,/features,1874,1024,float32,"1.672,-0.6217,-0.03217,1.735,-1.152,-0.5543,-1.194,0.7286,1.069,-1.214"
LymphNode_HE_542.h5,/features,854,1024,float32,"2.904,-0.7992,0.8647,-0.1853,1.119,1.049,-0.643,-1.413,-0.1713,-0.03507"
LymphNode_HE_543.h5,/features,948,1024,float32,"1.493,-1.132,-1.387,1.152,1.683,1.479,-0.4633,0.2885,0.4696,-0.3187"
LymphNode_HE_544.h5,/features,1716,1024,float32,"-1.025,0.9557,0.9308,1.371,0.3041,-1.366,-0.1685,-0.2351,0.4969,-0.4384"
LymphNode_HE_547.h5,/features,767,1024,float32,"1.473,-0.717,-1.201,0.8503,-0.474,0.2915,-0.1712,2.736,-0.1867,0.7997"
LymphNode_HE_548.h5,/features,1310,1024,float32,"0.9781,0.1227,-0.3779,1.335,-0.7512,1.922,0.3037,2.663,0.4585,1.08"
LymphNode_HE_550.h5,/features,1085,1024,float32,"-1.487,-0.2877,-2.271,0.9297,1.671,-0.04682,-1.23,1.025,0.7242,0.1726"
LymphNode_HE_554.h5,/features,497,1024,float32,"0.8672,-2.469,-1.386,0.3564,-0.9103,0.7952,-0.9517,2.254,-0.5547,0.1619"
LymphNode_HE_555.h5,/features,907,1024,float32,"0.8385,-0.759,-0.7992,1.252,0.6703,1.529,-1.358,1.637,0.3417,1.262"
LymphNode_HE_559.h5,/features,968,1024,float32,"1.436,0.7642,-1.106,0.8161,1.034,-0.8573,0.2887,0.1571,0.4044,-2.006"
LymphNode_HE_561.h5,/features,1386,1024,float32,"0.9766,-0.5538,-2.782,1.575,0.7268,2.932,-1.191,1.613,1.195,-0.9714"
LymphNode_HE_563.h5,/features,704,1024,float32,"1.109,0.3241,-1.353,1.556,0.1158,0.3299,-1.552,1.102,0.6682,-0.1994"
LymphNode_HE_564.h5,/features,1173,1024,float32,"0.289,-2.125,-1.453,0.7696,1.738,0.886,-1.474,1.201,0.3625,0.6788"
LymphNode_HE_568.h5,/features,1200,1024,float32,"0.3458,-1.533,-1.495,0.593,-0.3732,0.3373,0.8917,2.525,-0.2873,0.5935"
LymphNode_HE_570.h5,/features,1270,1024,float32,"1.08,-0.3703,0.8301,0.2209,1.458,0.8523,-0.351,0.7855,0.7706,0.953"
LymphNode_HE_571.h5,/features,1185,1024,float32,"0.02016,-0.1681,0.2483,-0.329,2.696,-1.627,-0.5391,0.5426,-0.4823,-0.3116"
LymphNode_HE_572.h5,/features,1115,1024,float32,"1.077,-2.104,-1.681,1.234,1.48,1.247,-0.1513,2.177,0.3379,0.2764"
LymphNode_HE_576.h5,/features,946,1024,float32,"0.2927,-1.254,-1.556,-0.07744,1.897,-0.1582,-2.232,2.228,-0.2027,1.837"
LymphNode_HE_581.h5,/features,1018,1024,float32,"-0.6037,0.8279,-0.8928,1.124,2.025,0.387,-2.62,0.5747,0.3496,-0.2696"
LymphNode_HE_583.h5,/features,1059,1024,float32,"2.533,-2.044,-1.009,0.6282,-0.1038,1.855,-0.3353,1.648,-0.7048,0.5376"
LymphNode_HE_585.h5,/features,1036,1024,float32,"2.495,-1.977,-2.305,1.675,0.9717,2.955,0.04493,0.997,0.1467,0.5791"
LymphNode_HE_588.h5,/features,1032,1024,float32,"0.4857,0.946,-1.307,-0.6593,-0.6998,0.2608,1.829,0.5219,-0.1019,1.283"
LymphNode_HE_590.h5,/features,1246,1024,float32,"0.07632,-0.7615,-1.498,1.157,1.471,1.252,-1.111,0.3709,-0.3721,0.2539"
LymphNode_HE_591.h5,/features,626,1024,float32,"2.729,0.2221,-1.735,1.45,0.7746,0.7799,-0.7806,2.349,0.7934,-0.1081"
LymphNode_HE_592.h5,/features,631,1024,float32,"1.762,-1.094,-0.8653,0.6032,1.221,0.8548,-1.55,1.927,0.6164,-0.2079"
LymphNode_HE_594.h5,/features,565,1024,float32,"0.7303,-0.518,-0.9249,0.6821,0.6183,2.076,-1.038,0.9683,0.2624,-0.8843"
LymphNode_HE_596.h5,/features,2564,1024,float32,"-0.1866,2.411,0.718,1.398,0.3994,-0.5165,-1.156,1.023,-0.1704,0.4616"
LymphNode_HE_597.h5,/features,1165,1024,float32,"1.942,-0.9789,-1.778,1.223,1.092,2.061,-0.7936,2.096,-0.08479,-0.612"
LymphNode_HE_598.h5,/features,1415,1024,float32,"4.494,0.07468,-1.339,1.079,1.18,0.1235,-1.689,0.6799,-0.1077,0.1255"
LymphNode_HE_602.h5,/features,1287,1024,float32,"1.169,-0.2393,0.4573,0.1923,1.7,1.006,-0.4781,1.408,-0.1756,-0.004257"
LymphNode_HE_604.h5,/features,2750,1024,float32,"1.574,1.003,0.03436,-1.181,-0.6294,1.03,-0.07289,1.704,-0.109,0.394"
LymphNode_HE_608.h5,/features,899,1024,float32,"-0.4472,0.4416,-2.558,1.434,2.419,1.307,0.4366,3.08,1.076,0.1419"
LymphNode_HE_609.h5,/features,248,1024,float32,"0.6852,0.5921,-1.104,1.018,1.59,0.88,1.289,1.265,0.4756,1.536"
LymphNode_HE_611.h5,/features,1406,1024,float32,"-0.2612,1.023,-2.993,0.557,1.082,1.298,0.08021,1.226,0.9601,-0.1049"
LymphNode_HE_612.h5,/features,748,1024,float32,"-0.8669,-0.3673,-0.5154,1.737,2.515,0.1464,-2.593,2.077,0.6786,0.6993"
LymphNode_HE_614.h5,/features,1410,1024,float32,"-0.1779,1.434,-2.772,1.383,0.1774,0.7154,-0.4009,2.977,0.7045,0.3869"
LymphNode_HE_615.h5,/features,2226,1024,float32,"0.2405,1.82,-1.716,-0.5258,1.025,1.536,0.8551,0.5454,-1.244,1.239"
LymphNode_HE_616.h5,/features,1049,1024,float32,"-1.018,1.135,-0.157,0.8036,2.153,0.369,-0.9589,0.2773,-0.4821,0.499"
LymphNode_HE_617.h5,/features,1864,1024,float32,"-1.052,-1.12,0.03896,1.513,1.873,-0.8957,-0.4477,0.1904,-0.0741,-1.044"
LymphNode_HE_624.h5,/features,888,1024,float32,"0.6337,-0.2051,-1.684,0.595,1.819,1.278,0.8436,3.337,0.4125,0.5749"
LymphNode_HE_625.h5,/features,1906,1024,float32,"-0.6941,-1.598,1.433,-0.2522,1.334,-0.5514,-2.436,1.242,0.6306,-1.361"
LymphNode_HE_627.h5,/features,548,1024,float32,"0.9737,-2.01,-1.811,1.154,0.8731,1.353,0.7551,1.39,-0.2733,1.11"
LymphNode_HE_629.h5,/features,1306,1024,float32,"1.232,-2.642,-2.189,1.231,0.8394,0.1446,-2.438,1.242,0.9133,0.08219"
LymphNode_HE_631.h5,/features,2010,1024,float32,"1.179,-0.7568,1.092,0.7595,1.306,-0.9761,-0.671,1.09,0.5344,-0.5127"
LymphNode_HE_633.h5,/features,1068,1024,float32,"-1.172,-1.928,-0.5581,1.227,1.062,1.541,-1.386,0.666,0.09465,1.019"
LymphNode_HE_640.h5,/features,1528,1024,float32,"-0.6343,0.5886,0.3234,1.619,0.8775,0.7482,-1.322,0.3144,0.8613,-0.4011"
LymphNode_HE_643.h5,/features,2530,1024,float32,"2.106,3.052,0.5347,-0.9241,-1.926,1.101,0.4205,0.8264,-2.084,0.5338"
LymphNode_HE_644.h5,/features,425,1024,float32,"-1.522,-0.3768,-2.196,0.2333,0.6598,0.4278,-0.7552,1.54,0.2051,0.5083"
LymphNode_HE_645.h5,/features,1035,1024,float32,"1.084,-1.05,-2.831,1.288,0.629,1.278,0.1332,1.538,-0.3005,0.857"
LymphNode_HE_646.h5,/features,933,1024,float32,"-0.3873,-2.141,-1.483,1.043,0.6867,1.198,0.7663,1.383,-0.02466,2.039"
LymphNode_HE_648.h5,/features,1202,1024,float32,"0.729,0.908,-1.47,0.9932,-0.7841,1.051,-1.342,2.974,0.4521,0.5924"
LymphNode_HE_649.h5,/features,833,1024,float32,"2.198,-0.5903,-2.742,0.7674,0.7167,1.561,-0.5085,3.99,0.9804,0.7032"
LymphNode_HE_652.h5,/features,3504,1024,float32,"-0.7672,-0.2303,0.3278,-1.964,-3.044,0.9732,-0.6176,0.6021,-1.394,-0.2472"
LymphNode_HE_653.h5,/features,1225,1024,float32,"0.8988,0.5169,-1.446,1.08,1.475,1.974,-2.245,0.2445,-1.109,0.5781"
LymphNode_HE_655.h5,/features,1610,1024,float32,"-1.335,2.073,0.5759,0.6861,1.18,-0.1337,-0.8058,-0.1401,0.7436,0.4268"
LymphNode_HE_657.h5,/features,490,1024,float32,"1.25,-1.301,-2.13,0.8625,1.328,0.1445,-2.042,0.1657,0.928,1.281"
LymphNode_HE_661.h5,/features,949,1024,float32,"0.4489,0.1828,-1.907,1.12,0.2198,0.5712,0.8079,3.003,0.2166,1.682"
LymphNode_HE_663.h5,/features,721,1024,float32,"0.2039,-1.888,-2.814,1.531,0.3157,1.879,0.2011,2.783,0.2492,0.8955"
LymphNode_HE_665.h5,/features,1298,1024,float32,"0.8372,-1.885,-1.872,1.28,1.694,1.039,-1.725,2.995,0.09448,0.9826"
LymphNode_HE_666.h5,/features,2989,1024,float32,"0.621,1.114,-0.4032,-0.6786,-0.588,0.23,1.634,0.7356,0.4229,0.4165"
LymphNode_HE_668.h5,/features,996,1024,float32,"3.649,-0.3626,-1.008,0.4829,2.318,1.706,-1.783,1.329,-0.2344,0.4494"
LymphNode_HE_671.h5,/features,789,1024,float32,"0.5091,-0.3169,-2.278,0.5338,1.967,0.5183,0.5279,2.06,1.201,1.343"
LymphNode_HE_672.h5,/features,1135,1024,float32,"-0.1415,-0.739,-2.749,1.935,0.5391,1.893,-0.4112,1.662,-0.08082,-0.2774"
LymphNode_HE_673.h5,/features,1516,1024,float32,"1.408,1.296,-0.1234,-0.3434,-0.7337,1.141,-2.065,0.7204,-2.757,0.6773"
LymphNode_HE_675.h5,/features,2342,1024,float32,"1.496,0.1662,-0.4225,-0.8008,-0.3011,1.695,0.07344,0.8141,-0.1678,0.3198"
LymphNode_HE_678.h5,/features,824,1024,float32,"1.571,-1.711,-1.763,1.512,1.44,1.804,0.2653,2.243,0.692,1.466"
LymphNode_HE_680.h5,/features,908,1024,float32,"0.04477,-0.5761,-1.533,2.195,1.755,1.057,0.3733,1.418,0.4586,0.4805"
LymphNode_HE_681.h5,/features,1269,1024,float32,"0.08392,2.107,-0.7584,-0.9434,-0.793,0.9641,-1.984,0.2067,-2.87,1.549"
LymphNode_HE_682.h5,/features,688,1024,float32,"-0.295,0.417,-1.818,0.5858,-0.2904,0.8341,-1.139,0.7656,0.154,-0.121"
LymphNode_HE_686.h5,/features,1879,1024,float32,"-0.5041,1.584,0.1103,1.423,1.741,-1.419,0.375,0.4288,-0.02731,0.07503"
LymphNode_HE_688.h5,/features,1512,1024,float32,"2.332,0.8908,0.3263,0.4218,1.254,-0.4137,-2.278,1.24,0.54,0.02146"
LymphNode_HE_692.h5,/features,1009,1024,float32,"-1.567,-0.6794,-1.029,1.288,0.6987,2.626,-2.079,0.9984,0.2648,0.6801"
LymphNode_HE_693.h5,/features,606,1024,float32,"-1.203,-0.4702,-0.3687,-0.4177,1.677,-0.3315,-2.137,1.661,0.5862,0.2487"
LymphNode_HE_694.h5,/features,1684,1024,float32,"-1.902,1.003,0.4236,1.138,1.189,-0.679,0.07404,-0.2055,0.9096,-0.6779"
LymphNode_HE_695.h5,/features,877,1024,float32,"0.8139,-1.616,-1.017,1.467,0.157,1.283,-0.07381,2.612,-0.5074,1.095"
LymphNode_HE_701.h5,/features,867,1024,float32,"0.6777,-1.918,-1.121,1.502,0.5621,2.065,-1.926,0.6184,-0.4475,1.404"
LymphNode_HE_704.h5,/features,991,1024,float32,"0.2838,-1.908,-2.977,1.077,1.402,0.9897,0.3764,2.722,1.512,0.4319"
LymphNode_HE_706.h5,/features,1241,1024,float32,"2.05,-1.957,-2.176,0.154,1.483,1.182,-1.578,0.1703,1.019,0.6707"
LymphNode_HE_707.h5,/features,1046,1024,float32,"0.5572,-2.248,-1.192,0.7003,0.7513,1.514,-1.344,1.861,0.7583,1.475"
LymphNode_HE_709.h5,/features,1100,1024,float32,"0.07826,-0.611,-0.7694,-0.2582,-0.6688,0.006148,-0.9739,1,-0.8475,1.16"
LymphNode_HE_710.h5,/features,863,1024,float32,"-0.9435,-1.382,-0.5836,1.118,1.907,2.377,-2.138,0.5262,0.44,0.7654"
LymphNode_HE_711.h5,/features,2081,1024,float32,"1.084,-0.07573,-0.2316,0.3984,-0.2184,0.1591,-0.1431,1.031,0.8072,-0.9661"
LymphNode_HE_712.h5,/features,773,1024,float32,"0.8092,-0.6311,-2.729,1.528,-0.166,-0.2794,-0.2166,2.016,1.127,0.73"
LymphNode_HE_713.h5,/features,665,1024,float32,"-0.08429,-1.211,-0.3277,0.9043,0.5285,0.2072,-0.7545,1.546,1.015,1.232"
LymphNode_HE_714.h5,/features,1022,1024,float32,"-0.4329,-0.3289,-2.687,1.198,1.315,0.8416,0.7779,0.8236,-0.2068,0.001392"
LymphNode_HE_715.h5,/features,1367,1024,float32,"0.6383,1.208,-0.7077,1.034,1.264,0.9444,-3.647,0.9787,1.276,0.2331"
LymphNode_HE_717.h5,/features,1206,1024,float32,"0.6076,-1.602,-0.5444,1.077,1.42,0.9658,-2.606,1.562,0.3585,1.842"
LymphNode_HE_722.h5,/features,2262,1024,float32,"1.308,1.578,-0.4765,-0.2248,1.231,-1.163,-1.543,1.496,0.08313,0.08506"
LymphNode_HE_723.h5,/features,992,1024,float32,"0.132,-0.8885,-1.171,0.7358,1.771,1.091,-1.305,0.8238,0.5367,-0.498"
LymphNode_HE_724.h5,/features,1860,1024,float32,"-0.2977,1.69,-1.165,-0.6939,-0.1085,0.587,0.5455,0.5189,-1.472,0.9633"
LymphNode_HE_725.h5,/features,1978,1024,float32,"0.4829,0.7671,2.08,-0.2995,-0.1613,-0.8234,-1.505,0.8314,-0.3079,-0.3214"
LymphNode_HE_727.h5,/features,499,1024,float32,"0.5316,-0.3149,-0.8181,0.3171,0.8825,1.787,-1.707,1.789,-0.3153,1.37"
LymphNode_HE_728.h5,/features,998,1024,float32,"-0.7665,-0.6915,-0.1022,1.423,-0.4598,0.5702,-0.496,1.301,-0.3331,1.186"
LymphNode_HE_729.h5,/features,923,1024,float32,"0.8479,-0.5871,-2.78,0.3153,1.792,2.417,-1.725,1.778,0.7155,0.9088"
LymphNode_HE_732.h5,/features,782,1024,float32,"1.302,-0.197,-2.304,1.66,-0.3518,1.863,-2.966,1.339,0.4792,-0.0344"
LymphNode_HE_734.h5,/features,1311,1024,float32,"-0.4035,-0.6379,-1.668,0.9942,0.745,-0.176,-0.4407,2.13,0.08108,-0.5071"
LymphNode_HE_735.h5,/features,2244,1024,float32,"0.01308,0.52,-0.4116,-0.136,-0.9957,0.04359,1.239,0.2623,-0.9,1.801"
LymphNode_HE_736.h5,/features,631,1024,float32,"1.379,-1.612,-1.854,1.248,2.915,1.845,-0.5588,1.434,0.3115,0.7421"
LymphNode_HE_737.h5,/features,990,1024,float32,"0.3532,-0.4112,-0.4749,0.7178,1.646,0.9245,-2.488,2.238,0.01987,1.398"
LymphNode_HE_738.h5,/features,1606,1024,float32,"0.146,0.0704,-1.283,1.242,-0.2761,-0.8158,-0.1336,2.01,-0.3234,-0.5732"
LymphNode_HE_741.h5,/features,630,1024,float32,"1.879,-0.03019,-1.9,0.252,1.55,-0.02804,-1.335,-0.5734,0.03484,-0.3941"
LymphNode_HE_742.h5,/features,2096,1024,float32,"0.04297,2.208,-0.5952,1.289,0.8046,0.2814,-1.409,1.143,-0.5234,0.06148"
LymphNode_HE_743.h5,/features,1826,1024,float32,"2.137,2.358,0.1505,-0.9221,-2.471,0.9191,0.1073,0.7391,-2.215,-0.09303"
LymphNode_HE_744.h5,/features,1332,1024,float32,"-0.57,-1.492,-2.977,0.9896,1.443,0.7531,1.034,0.4686,-0.6781,0.3873"
LymphNode_HE_745.h5,/features,945,1024,float32,"-1.844,-0.9148,-1.819,1.44,1.002,1.072,-2.317,1.416,0.8215,0.5413"
LymphNode_HE_746.h5,/features,867,1024,float32,"-0.1219,-1.273,-1.032,0.9087,0.6475,1.854,-0.9848,1.334,0.6877,-0.0002778"
